phase,epoch,batch,batches_per_epoch,lr,train_loss,train_ber,train_fer,epoch_time_s,cum_updates,cum_time_s
1,283,200,200,7.26e-05,0.0343,0.0137,0.135,14.157950639724731,56600,4047.0651211738586
1,284,200,200,7.25e-05,0.0339,0.0137,0.134,14.188709735870361,56800,4061.253830909729
1,285,200,200,7.23e-05,0.0345,0.0138,0.135,14.168857097625732,57000,4075.4226880073547
1,286,200,200,7.21e-05,0.034,0.0138,0.135,14.183126211166382,57200,4089.605814218521
1,287,200,200,7.19e-05,0.0344,0.0138,0.134,14.241388320922852,57400,4103.847202539444
1,288,200,200,7.18e-05,0.0342,0.0139,0.136,14.212556600570679,57600,4118.059759140015
1,289,200,200,7.16e-05,0.0337,0.0136,0.134,14.232170343399048,57800,4132.291929483414
1,290,200,200,7.14e-05,0.0334,0.0134,0.131,14.205992460250854,58000,4146.497921943665
1,291,200,200,7.12e-05,0.0347,0.0139,0.137,14.23857069015503,58200,4160.73649263382
1,292,200,200,7.1e-05,0.035,0.0141,0.138,14.258285760879517,58400,4174.994778394699
1,293,200,200,7.09e-05,0.0335,0.0136,0.133,14.285292387008667,58600,4189.280070781708
1,294,200,200,7.07e-05,0.0337,0.0136,0.133,14.286409139633179,58800,4203.566479921341
1,295,200,200,7.05e-05,0.034,0.0137,0.134,14.292280435562134,59000,4217.858760356903
1,296,200,200,7.03e-05,0.0336,0.0135,0.133,14.324986696243286,59200,4232.183747053146
1,297,200,200,7.02e-05,0.0342,0.0138,0.135,14.296276330947876,59400,4246.480023384094
1,298,200,200,7e-05,0.0346,0.0139,0.135,14.303775310516357,59600,4260.783798694611
1,299,200,200,6.98e-05,0.0336,0.0135,0.133,14.328251123428345,59800,4275.112049818039
1,300,200,200,6.96e-05,0.0335,0.0134,0.131,14.306512355804443,60000,4289.418562173843
1,301,200,200,6.94e-05,0.0339,0.0135,0.133,14.356868505477905,60200,4303.775430679321
1,302,200,200,6.93e-05,0.0333,0.0134,0.132,14.33076024055481,60400,4318.106190919876
1,303,200,200,6.91e-05,0.0324,0.0131,0.128,14.300126075744629,60600,4332.406316995621
1,304,200,200,6.89e-05,0.0336,0.0134,0.134,14.304503679275513,60800,4346.710820674896
1,305,200,200,6.87e-05,0.0333,0.0134,0.13,14.262408018112183,61000,4360.973228693008
1,306,200,200,6.85e-05,0.0327,0.013,0.128,14.28830337524414,61200,4375.261532068253
1,307,200,200,6.84e-05,0.0329,0.0132,0.129,14.31667947769165,61400,4389.578211545944
1,308,200,200,6.82e-05,0.0328,0.0132,0.128,14.34269118309021,61600,4403.920902729034
1,309,200,200,6.8e-05,0.0329,0.0131,0.129,14.334384679794312,61800,4418.255287408829
1,310,200,200,6.78e-05,0.0335,0.0135,0.131,14.325448513031006,62000,4432.58073592186
1,311,200,200,6.76e-05,0.0331,0.0134,0.131,14.373374223709106,62200,4446.954110145569
1,312,200,200,6.75e-05,0.0335,0.0134,0.131,14.36959457397461,62400,4461.3237047195435
1,313,200,200,6.73e-05,0.0326,0.0131,0.127,14.35162878036499,62600,4475.675333499908
1,314,200,200,6.71e-05,0.0338,0.0138,0.135,14.323523044586182,62800,4489.998856544495
1,315,200,200,6.69e-05,0.0333,0.0135,0.132,14.320157051086426,63000,4504.319013595581
1,316,200,200,6.67e-05,0.0344,0.0138,0.135,14.269945859909058,63200,4518.58895945549
1,317,200,200,6.65e-05,0.033,0.0133,0.129,14.283037424087524,63400,4532.871996879578
1,318,200,200,6.63e-05,0.0332,0.0133,0.129,14.25373649597168,63600,4547.125733375549
1,319,200,200,6.62e-05,0.0337,0.0137,0.134,14.237225770950317,63800,4561.3629591465
1,320,200,200,6.6e-05,0.0324,0.013,0.128,14.184092044830322,64000,4575.54705119133
1,321,200,200,6.58e-05,0.0332,0.0134,0.129,14.214111566543579,64200,4589.7611627578735
1,322,200,200,6.56e-05,0.0331,0.0132,0.128,14.20598316192627,64400,4603.9671459198
1,323,200,200,6.54e-05,0.0329,0.0132,0.129,14.169624328613281,64600,4618.136770248413
1,324,200,200,6.52e-05,0.0338,0.0135,0.132,14.221333265304565,64800,4632.358103513718
1,325,200,200,6.51e-05,0.0331,0.0132,0.127,14.234923124313354,65000,4646.593026638031
1,326,200,200,6.49e-05,0.0332,0.0135,0.13,14.285260438919067,65200,4660.87828707695
1,327,200,200,6.47e-05,0.0333,0.0135,0.129,14.289029359817505,65400,4675.167316436768
1,328,200,200,6.45e-05,0.0343,0.0137,0.132,14.304115056991577,65600,4689.471431493759
1,329,200,200,6.43e-05,0.0335,0.0136,0.132,14.313589572906494,65800,4703.785021066666
1,330,200,200,6.41e-05,0.0329,0.0133,0.13,14.355174541473389,66000,4718.140195608139
1,331,200,200,6.39e-05,0.0326,0.013,0.129,14.334231615066528,66200,4732.474427223206
1,332,200,200,6.37e-05,0.033,0.0134,0.13,14.331191539764404,66400,4746.80561876297
1,333,200,200,6.36e-05,0.0331,0.0133,0.129,14.293076753616333,66600,4761.098695516586
1,334,200,200,6.34e-05,0.0343,0.0137,0.133,14.338277578353882,66800,4775.43697309494
1,335,200,200,6.32e-05,0.0321,0.0129,0.128,14.305419921875,67000,4789.742393016815
1,336,200,200,6.3e-05,0.0333,0.0133,0.131,14.214492321014404,67200,4803.95688533783
1,337,200,200,6.28e-05,0.0331,0.0132,0.129,14.220781326293945,67400,4818.1776666641235
1,338,200,200,6.26e-05,0.0323,0.013,0.127,14.234314918518066,67600,4832.411981582642
1,339,200,200,6.24e-05,0.0329,0.0131,0.128,14.167040586471558,67800,4846.579022169113
1,340,200,200,6.22e-05,0.0325,0.013,0.128,14.181467056274414,68000,4860.760489225388
1,341,200,200,6.21e-05,0.0327,0.0132,0.129,14.19451904296875,68200,4874.955008268356
1,342,200,200,6.19e-05,0.0327,0.013,0.128,14.274031400680542,68400,4889.229039669037
1,343,200,200,6.17e-05,0.0327,0.0132,0.127,14.346238374710083,68600,4903.575278043747
1,344,200,200,6.15e-05,0.0326,0.013,0.125,14.356669425964355,68800,4917.931947469711
1,345,200,200,6.13e-05,0.0326,0.0131,0.129,14.317877292633057,69000,4932.249824762344
1,346,200,200,6.11e-05,0.0327,0.0133,0.129,14.268577575683594,69200,4946.518402338028
1,347,200,200,6.09e-05,0.0333,0.0135,0.131,14.201437950134277,69400,4960.719840288162
1,348,200,200,6.07e-05,0.0334,0.0135,0.132,14.1709725856781,69600,4974.89081287384
1,349,200,200,6.05e-05,0.0329,0.0132,0.13,14.192442417144775,69800,4989.083255290985
1,350,200,200,6.03e-05,0.033,0.0134,0.13,14.20773959159851,70000,5003.290994882584
1,351,200,200,6.02e-05,0.0333,0.0134,0.128,14.219111204147339,70200,5017.510106086731
1,352,200,200,6e-05,0.0332,0.0134,0.13,14.28923225402832,70400,5031.799338340759
1,353,200,200,5.98e-05,0.0329,0.0132,0.131,14.295341730117798,70600,5046.094680070877
1,354,200,200,5.96e-05,0.0346,0.0138,0.133,14.287034749984741,70800,5060.381714820862
1,355,200,200,5.94e-05,0.0323,0.013,0.126,14.303973913192749,71000,5074.685688734055
1,356,200,200,5.92e-05,0.033,0.0133,0.129,14.314436435699463,71200,5089.000125169754
1,357,200,200,5.9e-05,0.0329,0.0133,0.13,14.321481704711914,71400,5103.321606874466
1,358,200,200,5.88e-05,0.0331,0.0135,0.129,14.352513313293457,71600,5117.674120187759
1,359,200,200,5.86e-05,0.0328,0.0134,0.129,14.359065532684326,71800,5132.033185720444
1,360,200,200,5.84e-05,0.0324,0.013,0.127,14.35067105293274,72000,5146.3838567733765
1,361,200,200,5.82e-05,0.0321,0.013,0.126,14.363224983215332,72200,5160.747081756592
1,362,200,200,5.81e-05,0.0335,0.0135,0.129,14.313135862350464,72400,5175.060217618942
1,363,200,200,5.79e-05,0.0337,0.0137,0.131,14.271134376525879,72600,5189.331351995468
1,364,200,200,5.77e-05,0.033,0.0134,0.13,14.25855278968811,72800,5203.589904785156
1,365,200,200,5.75e-05,0.0325,0.0132,0.126,14.288043737411499,73000,5217.877948522568
1,366,200,200,5.73e-05,0.0334,0.0134,0.128,14.32288932800293,73200,5232.200837850571
1,367,200,200,5.71e-05,0.0322,0.013,0.127,14.332368850708008,73400,5246.533206701279
1,368,200,200,5.69e-05,0.032,0.0129,0.123,14.350003004074097,73600,5260.883209705353
1,369,200,200,5.67e-05,0.0318,0.0128,0.125,14.298875331878662,73800,5275.182085037231
1,370,200,200,5.65e-05,0.0313,0.0126,0.124,14.165630102157593,74000,5289.347715139389
1,371,200,200,5.63e-05,0.033,0.0133,0.128,14.175270795822144,74200,5303.522985935211
1,372,200,200,5.61e-05,0.0322,0.0129,0.125,14.192342758178711,74400,5317.71532869339
1,373,200,200,5.59e-05,0.0327,0.0131,0.126,14.202234506607056,74600,5331.917563199997
1,374,200,200,5.57e-05,0.0334,0.0134,0.128,14.286952018737793,74800,5346.204515218735
1,375,200,200,5.55e-05,0.0327,0.0132,0.127,14.232780694961548,75000,5360.437295913696
1,376,200,200,5.54e-05,0.033,0.0135,0.129,14.288238525390625,75200,5374.725534439087
1,377,200,200,5.52e-05,0.0326,0.0132,0.125,14.286656856536865,75400,5389.012191295624
1,378,200,200,5.5e-05,0.0318,0.0127,0.123,14.332990646362305,75600,5403.345181941986
1,379,200,200,5.48e-05,0.0328,0.0132,0.127,14.298289060592651,75800,5417.643471002579
1,380,200,200,5.46e-05,0.0323,0.0129,0.126,14.340970993041992,76000,5431.984441995621
1,381,200,200,5.44e-05,0.0328,0.0132,0.127,14.347753524780273,76200,5446.332195520401
1,382,200,200,5.42e-05,0.0325,0.0131,0.127,14.340709447860718,76400,5460.672904968262
1,383,200,200,5.4e-05,0.0314,0.0127,0.124,14.288739681243896,76600,5474.961644649506
1,384,200,200,5.38e-05,0.032,0.0131,0.125,14.255712270736694,76800,5489.217356920242
1,385,200,200,5.36e-05,0.0323,0.013,0.127,14.273858785629272,77000,5503.491215705872
1,386,200,200,5.34e-05,0.0329,0.0132,0.127,14.252637386322021,77200,5517.743853092194
1,387,200,200,5.32e-05,0.0315,0.0127,0.126,14.277426719665527,77400,5532.021279811859
1,388,200,200,5.3e-05,0.0324,0.013,0.125,14.2881498336792,77600,5546.309429645538
1,389,200,200,5.28e-05,0.0326,0.0132,0.126,14.311373949050903,77800,5560.620803594589
1,390,200,200,5.26e-05,0.0321,0.0128,0.124,14.332098007202148,78000,5574.952901601791
1,391,200,200,5.24e-05,0.0318,0.0128,0.125,14.373685836791992,78200,5589.326587438583
1,392,200,200,5.22e-05,0.0324,0.0131,0.126,14.315047264099121,78400,5603.6416347026825
1,393,200,200,5.21e-05,0.0316,0.0128,0.121,14.298344612121582,78600,5617.939979314804
1,394,200,200,5.19e-05,0.0322,0.013,0.127,14.302254915237427,78800,5632.2422342300415
1,395,200,200,5.17e-05,0.0319,0.0128,0.125,14.293759107589722,79000,5646.535993337631
1,396,200,200,5.15e-05,0.0327,0.0131,0.127,14.265652418136597,79200,5660.801645755768
1,397,200,200,5.13e-05,0.0316,0.0128,0.125,14.233262300491333,79400,5675.034908056259
1,398,200,200,5.11e-05,0.032,0.0129,0.124,14.214888572692871,79600,5689.249796628952
1,399,200,200,5.09e-05,0.0315,0.0128,0.123,14.233161211013794,79800,5703.482957839966
1,400,200,200,5.07e-05,0.0319,0.013,0.125,14.241411924362183,80000,5717.724369764328
1,401,200,200,5.05e-05,0.0326,0.0132,0.126,14.203309297561646,80200,5731.92767906189
1,402,200,200,5.03e-05,0.0326,0.0132,0.128,14.25191330909729,80400,5746.179592370987
1,403,200,200,5.01e-05,0.0319,0.0128,0.123,14.157241106033325,80600,5760.33683347702
1,404,200,200,4.99e-05,0.0331,0.0133,0.128,14.162948369979858,80800,5774.499781847
1,405,200,200,4.97e-05,0.0315,0.0126,0.123,14.159121036529541,81000,5788.65890288353
1,406,200,200,4.95e-05,0.0323,0.0131,0.124,14.21912407875061,81200,5802.87802696228
1,407,200,200,4.93e-05,0.0321,0.0129,0.123,14.240994691848755,81400,5817.119021654129
1,408,200,200,4.91e-05,0.032,0.0131,0.125,14.15561842918396,81600,5831.274640083313
1,409,200,200,4.89e-05,0.0317,0.0128,0.123,14.205772876739502,81800,5845.4804129600525
1,410,200,200,4.88e-05,0.0324,0.013,0.125,14.202260732650757,82000,5859.682673692703
1,411,200,200,4.86e-05,0.0322,0.0129,0.124,14.200555324554443,82200,5873.883229017258
1,412,200,200,4.84e-05,0.0325,0.0133,0.126,14.243112325668335,82400,5888.126341342926
1,413,200,200,4.82e-05,0.0318,0.0128,0.124,14.323993444442749,82600,5902.450334787369
1,414,200,200,4.8e-05,0.0318,0.0127,0.124,14.353503227233887,82800,5916.803838014603
1,415,200,200,4.78e-05,0.0317,0.0127,0.123,14.325048923492432,83000,5931.128886938095
1,416,200,200,4.76e-05,0.0312,0.0125,0.123,14.3064866065979,83200,5945.435373544693
1,417,200,200,4.74e-05,0.0321,0.0129,0.124,14.305899858474731,83400,5959.741273403168
1,418,200,200,4.72e-05,0.0325,0.0131,0.125,14.266515016555786,83600,5974.0077884197235
1,419,200,200,4.7e-05,0.0318,0.0128,0.123,14.338099956512451,83800,5988.345888376236
1,420,200,200,4.68e-05,0.0317,0.0129,0.124,14.337183475494385,84000,6002.68307185173
1,421,200,200,4.66e-05,0.0317,0.0126,0.121,14.349404335021973,84200,6017.032476186752
1,422,200,200,4.64e-05,0.0317,0.0127,0.123,14.332375288009644,84400,6031.364851474762
1,423,200,200,4.62e-05,0.0314,0.0126,0.122,14.322278022766113,84600,6045.687129497528
1,424,200,200,4.6e-05,0.0315,0.0126,0.12,14.313557147979736,84800,6060.000686645508
1,425,200,200,4.58e-05,0.0317,0.0128,0.123,14.310326099395752,85000,6074.311012744904
1,426,200,200,4.56e-05,0.0324,0.0132,0.126,14.276174306869507,85200,6088.587187051773
1,427,200,200,4.55e-05,0.032,0.0128,0.124,14.275794744491577,85400,6102.862981796265
1,428,200,200,4.53e-05,0.0325,0.0132,0.126,14.287695169448853,85600,6117.1506769657135
1,429,200,200,4.51e-05,0.0314,0.0127,0.122,14.348531484603882,85800,6131.499208450317
1,430,200,200,4.49e-05,0.0307,0.0123,0.12,14.346950054168701,86000,6145.846158504486
1,431,200,200,4.47e-05,0.0312,0.0126,0.121,14.33163046836853,86200,6160.177788972855
1,432,200,200,4.45e-05,0.0325,0.0132,0.126,14.295895338058472,86400,6174.473684310913
1,433,200,200,4.43e-05,0.0317,0.0128,0.123,14.276909112930298,86600,6188.750593423843
1,434,200,200,4.41e-05,0.0312,0.0126,0.12,14.213595628738403,86800,6202.964189052582
1,435,200,200,4.39e-05,0.0312,0.0126,0.121,14.249277114868164,87000,6217.21346616745
1,436,200,200,4.37e-05,0.0315,0.0127,0.122,14.280372142791748,87200,6231.493838310242
1,437,200,200,4.35e-05,0.0315,0.0128,0.121,14.34445571899414,87400,6245.838294029236
1,438,200,200,4.33e-05,0.031,0.0124,0.119,14.309746265411377,87600,6260.148040294647
1,439,200,200,4.31e-05,0.0309,0.0123,0.118,14.351455688476562,87800,6274.499495983124
1,440,200,200,4.29e-05,0.0315,0.0128,0.122,14.284692764282227,88000,6288.784188747406
1,441,200,200,4.28e-05,0.0308,0.0124,0.119,14.272934436798096,88200,6303.057123184204
1,442,200,200,4.26e-05,0.0322,0.0131,0.124,14.272520542144775,88400,6317.329643726349
1,443,200,200,4.24e-05,0.031,0.0126,0.121,14.254177570343018,88600,6331.583821296692
1,444,200,200,4.22e-05,0.032,0.0128,0.123,14.231523036956787,88800,6345.815344333649
1,445,200,200,4.2e-05,0.0313,0.0125,0.119,14.22593069076538,89000,6360.041275024414
1,446,200,200,4.18e-05,0.0311,0.0125,0.121,14.255650520324707,89200,6374.296925544739
1,447,200,200,4.16e-05,0.0313,0.0127,0.121,14.205129861831665,89400,6388.50205540657
1,448,200,200,4.14e-05,0.0306,0.0123,0.118,14.25489091873169,89600,6402.756946325302
1,449,200,200,4.12e-05,0.0322,0.0129,0.124,14.200882196426392,89800,6416.9578285217285
1,450,200,200,4.1e-05,0.0307,0.0124,0.121,14.190080165863037,90000,6431.147908687592
1,451,200,200,4.08e-05,0.03,0.012,0.116,14.18066120147705,90200,6445.328569889069
1,452,200,200,4.07e-05,0.032,0.0129,0.123,14.183586835861206,90400,6459.51215672493
1,453,200,200,4.05e-05,0.0308,0.0124,0.118,14.339680433273315,90600,6473.851837158203
1,454,200,200,4.03e-05,0.0319,0.013,0.125,14.334678411483765,90800,6488.186515569687
1,455,200,200,4.01e-05,0.0319,0.013,0.124,14.38472580909729,91000,6502.571241378784
1,456,200,200,3.99e-05,0.0313,0.0127,0.122,14.336502313613892,91200,6516.907743692398
1,457,200,200,3.97e-05,0.0312,0.0127,0.122,14.203218936920166,91400,6531.110962629318
1,458,200,200,3.95e-05,0.0314,0.0127,0.123,14.147291660308838,91600,6545.258254289627
1,459,200,200,3.93e-05,0.0301,0.0122,0.118,14.192220687866211,91800,6559.450474977493
1,460,200,200,3.91e-05,0.0314,0.0128,0.123,14.298774003982544,92000,6573.749248981476
1,461,200,200,3.89e-05,0.0323,0.0129,0.124,14.292566061019897,92200,6588.041815042496
1,462,200,200,3.88e-05,0.0305,0.0123,0.117,14.335553169250488,92400,6602.377368211746
1,463,200,200,3.86e-05,0.0319,0.0129,0.123,14.350502014160156,92600,6616.727870225906
1,464,200,200,3.84e-05,0.0316,0.0127,0.121,14.284583806991577,92800,6631.012454032898
1,465,200,200,3.82e-05,0.0304,0.0123,0.118,14.280112504959106,93000,6645.292566537857
1,466,200,200,3.8e-05,0.0313,0.0127,0.122,14.333813667297363,93200,6659.626380205154
1,467,200,200,3.78e-05,0.0308,0.0124,0.118,14.381017446517944,93400,6674.007397651672
1,468,200,200,3.76e-05,0.0316,0.0128,0.122,14.33162546157837,93600,6688.339023113251
1,469,200,200,3.74e-05,0.0307,0.0125,0.12,14.284721851348877,93800,6702.6237449646
1,470,200,200,3.73e-05,0.0327,0.0132,0.123,14.222916603088379,94000,6716.846661567688
1,471,200,200,3.71e-05,0.0306,0.0123,0.119,14.169100522994995,94200,6731.015762090683
1,472,200,200,3.69e-05,0.0312,0.0127,0.12,14.180488586425781,94400,6745.196250677109
1,473,200,200,3.67e-05,0.0315,0.0128,0.123,14.21881103515625,94600,6759.415061712265
1,474,200,200,3.65e-05,0.0311,0.0126,0.121,14.239446640014648,94800,6773.65450835228
1,475,200,200,3.63e-05,0.0304,0.0122,0.118,14.285366296768188,95000,6787.939874649048
1,476,200,200,3.61e-05,0.032,0.013,0.124,14.301472902297974,95200,6802.241347551346
1,477,200,200,3.59e-05,0.031,0.0126,0.119,14.287767887115479,95400,6816.529115438461
1,478,200,200,3.58e-05,0.0318,0.013,0.123,14.290099620819092,95600,6830.81921505928
1,479,200,200,3.56e-05,0.0311,0.0126,0.119,14.316004276275635,95800,6845.135219335556
1,480,200,200,3.54e-05,0.0315,0.0128,0.121,14.343848705291748,96000,6859.479068040848
1,481,200,200,3.52e-05,0.0313,0.0127,0.122,14.349376440048218,96200,6873.828444480896
1,482,200,200,3.5e-05,0.0314,0.0127,0.122,14.292072057723999,96400,6888.12051653862
1,483,200,200,3.48e-05,0.0317,0.0126,0.121,14.304999351501465,96600,6902.4255158901215
1,484,200,200,3.47e-05,0.0312,0.0126,0.119,14.284092426300049,96800,6916.7096083164215
1,485,200,200,3.45e-05,0.0314,0.0127,0.121,14.24130630493164,97000,6930.950914621353
1,486,200,200,3.43e-05,0.0317,0.0129,0.12,14.253707647323608,97200,6945.204622268677
1,487,200,200,3.41e-05,0.0317,0.0128,0.122,14.264612436294556,97400,6959.469234704971
1,488,200,200,3.39e-05,0.0323,0.013,0.123,14.255857706069946,97600,6973.725092411041
1,489,200,200,3.37e-05,0.0307,0.0124,0.119,14.180507898330688,97800,6987.905600309372
1,490,200,200,3.35e-05,0.0322,0.013,0.123,14.22585391998291,98000,7002.131454229355
1,491,200,200,3.34e-05,0.0314,0.0128,0.119,14.237080335617065,98200,7016.368534564972
1,492,200,200,3.32e-05,0.0299,0.012,0.116,14.189321517944336,98400,7030.557856082916
1,493,200,200,3.3e-05,0.0311,0.0125,0.121,14.307188272476196,98600,7044.8650443553925
1,494,200,200,3.28e-05,0.0308,0.0124,0.117,14.277875900268555,98800,7059.142920255661
1,495,200,200,3.26e-05,0.0313,0.0125,0.12,14.323956966400146,99000,7073.466877222061
1,496,200,200,3.25e-05,0.0314,0.0128,0.121,14.331348896026611,99200,7087.798226118088
1,497,200,200,3.23e-05,0.0318,0.0129,0.123,14.347799301147461,99400,7102.146025419235
1,498,200,200,3.21e-05,0.0315,0.0127,0.121,14.32916522026062,99600,7116.475190639496
1,499,200,200,3.19e-05,0.0306,0.0124,0.118,14.318977117538452,99800,7130.794167757034
1,500,200,200,3.17e-05,0.0313,0.0126,0.119,14.285063028335571,100000,7145.07923078537
1,501,200,200,3.16e-05,0.0309,0.0126,0.119,14.3064706325531,100200,7159.385701417923
1,502,200,200,3.14e-05,0.0316,0.0129,0.12,14.346210241317749,100400,7173.731911659241
1,503,200,200,3.12e-05,0.0304,0.0123,0.118,14.305659532546997,100600,7188.037571191788
1,504,200,200,3.1e-05,0.0307,0.0123,0.118,14.340679168701172,100800,7202.378250360489
1,505,200,200,3.08e-05,0.0309,0.0124,0.118,14.298441886901855,101000,7216.676692247391
1,506,200,200,3.07e-05,0.0305,0.0124,0.118,14.197570562362671,101200,7230.874262809753
1,507,200,200,3.05e-05,0.031,0.0126,0.119,14.22613787651062,101400,7245.100400686264
1,508,200,200,3.03e-05,0.0317,0.0129,0.122,14.220678567886353,101600,7259.32107925415
1,509,200,200,3.01e-05,0.0306,0.0124,0.118,14.23328447341919,101800,7273.55436372757
1,510,200,200,3e-05,0.0322,0.013,0.124,14.298450469970703,102000,7287.85281419754
1,511,200,200,2.98e-05,0.0314,0.0126,0.119,14.331167936325073,102200,7302.183982133865
1,512,200,200,2.96e-05,0.0305,0.0123,0.118,14.37687873840332,102400,7316.560860872269
1,513,200,200,2.94e-05,0.0313,0.0126,0.12,14.312785863876343,102600,7330.873646736145
1,514,200,200,2.92e-05,0.0301,0.012,0.117,14.317441463470459,102800,7345.1910881996155
1,515,200,200,2.91e-05,0.0304,0.0125,0.117,14.314746618270874,103000,7359.505834817886
1,516,200,200,2.89e-05,0.0296,0.0121,0.117,14.311591386795044,103200,7373.817426204681
1,517,200,200,2.87e-05,0.0307,0.0123,0.118,14.2234525680542,103400,7388.040878772736
1,518,200,200,2.85e-05,0.0312,0.0125,0.119,14.171623706817627,103600,7402.212502479553
1,519,200,200,2.84e-05,0.0313,0.0126,0.121,14.231262922286987,103800,7416.44376540184
1,520,200,200,2.82e-05,0.0313,0.0126,0.118,14.291237115859985,104000,7430.7350025177
1,521,200,200,2.8e-05,0.0303,0.0122,0.117,14.30498218536377,104200,7445.039984703064
1,522,200,200,2.79e-05,0.0308,0.0125,0.119,14.316206693649292,104400,7459.356191396713
1,523,200,200,2.77e-05,0.0303,0.0122,0.117,14.34490442276001,104600,7473.701095819473
1,524,200,200,2.75e-05,0.0307,0.0125,0.119,14.298965692520142,104800,7488.000061511993
1,525,200,200,2.73e-05,0.0304,0.0124,0.119,14.248952865600586,105000,7502.249014377594
1,526,200,200,2.72e-05,0.0312,0.0125,0.12,14.20371699333191,105200,7516.452731370926
1,527,200,200,2.7e-05,0.0304,0.0125,0.116,14.18637752532959,105400,7530.6391088962555
1,528,200,200,2.68e-05,0.0316,0.0127,0.121,14.17848014831543,105600,7544.817589044571
1,529,200,200,2.67e-05,0.0312,0.0127,0.119,14.19247579574585,105800,7559.010064840317
1,530,200,200,2.65e-05,0.0315,0.0126,0.12,14.217880010604858,106000,7573.227944850922
1,531,200,200,2.63e-05,0.0307,0.0125,0.118,14.15241289138794,106200,7587.38035774231
1,532,200,200,2.61e-05,0.0304,0.0122,0.118,14.189405679702759,106400,7601.569763422012
1,533,200,200,2.6e-05,0.0314,0.0128,0.121,14.32068157196045,106600,7615.890444993973
1,534,200,200,2.58e-05,0.0307,0.0124,0.119,14.400635957717896,106800,7630.291080951691
1,535,200,200,2.56e-05,0.0309,0.0124,0.119,14.337244749069214,107000,7644.62832570076
1,536,200,200,2.55e-05,0.0305,0.0123,0.117,14.286988735198975,107200,7658.915314435959
1,537,200,200,2.53e-05,0.0317,0.0128,0.122,14.243724346160889,107400,7673.15903878212
1,538,200,200,2.51e-05,0.0308,0.0125,0.119,14.185484170913696,107600,7687.344522953033
1,539,200,200,2.5e-05,0.032,0.0129,0.121,14.256738185882568,107800,7701.601261138916
1,540,200,200,2.48e-05,0.0304,0.0122,0.117,14.363933563232422,108000,7715.965194702148
1,541,200,200,2.46e-05,0.03,0.0123,0.117,14.349685907363892,108200,7730.314880609512
1,542,200,200,2.45e-05,0.0308,0.0127,0.119,14.304748773574829,108400,7744.619629383087
1,543,200,200,2.43e-05,0.0303,0.0122,0.116,14.215940475463867,108600,7758.835569858551
1,544,200,200,2.41e-05,0.03,0.0121,0.114,14.165894269943237,108800,7773.001464128494
1,545,200,200,2.4e-05,0.0307,0.0125,0.118,14.25267744064331,109000,7787.254141569138
1,546,200,200,2.38e-05,0.0304,0.0123,0.118,14.333092212677002,109200,7801.587233781815
1,547,200,200,2.36e-05,0.0318,0.0129,0.121,14.35322880744934,109400,7815.940462589264
1,548,200,200,2.35e-05,0.0309,0.0125,0.119,14.326598644256592,109600,7830.2670612335205
1,549,200,200,2.33e-05,0.0313,0.0127,0.119,14.303694248199463,109800,7844.57075548172
1,550,200,200,2.32e-05,0.0306,0.0125,0.118,14.301600694656372,110000,7858.872356176376
1,551,200,200,2.3e-05,0.0291,0.0117,0.113,14.271745443344116,110200,7873.1441016197205
1,552,200,200,2.28e-05,0.0311,0.0126,0.119,14.268518209457397,110400,7887.412619829178
1,553,200,200,2.27e-05,0.0313,0.0125,0.12,14.227046489715576,110600,7901.639666318893
1,554,200,200,2.25e-05,0.0306,0.0124,0.118,14.229142904281616,110800,7915.868809223175
1,555,200,200,2.24e-05,0.0299,0.012,0.115,14.211597442626953,111000,7930.080406665802
1,556,200,200,2.22e-05,0.0309,0.0123,0.117,14.18354058265686,111200,7944.263947248459
1,557,200,200,2.2e-05,0.0309,0.0125,0.119,14.18508791923523,111400,7958.449035167694
1,558,200,200,2.19e-05,0.0305,0.0124,0.117,14.247475624084473,111600,7972.696510791779
1,559,200,200,2.17e-05,0.0307,0.0125,0.119,14.274517297744751,111800,7986.971028089523
1,560,200,200,2.16e-05,0.0316,0.0128,0.12,14.301657676696777,112000,8001.27268576622
1,561,200,200,2.14e-05,0.0301,0.0121,0.117,14.285979747772217,112200,8015.558665513992
1,562,200,200,2.12e-05,0.0303,0.0123,0.117,14.312083959579468,112400,8029.870749473572
1,563,200,200,2.11e-05,0.0305,0.0124,0.118,14.338066339492798,112600,8044.208815813065
1,564,200,200,2.09e-05,0.0315,0.0128,0.12,14.33328366279602,112800,8058.542099475861
1,565,200,200,2.08e-05,0.0301,0.0121,0.115,14.381410121917725,113000,8072.923509597778
1,566,200,200,2.06e-05,0.0312,0.0126,0.119,14.365094184875488,113200,8087.288603782654
1,567,200,200,2.05e-05,0.0316,0.0128,0.121,14.350618839263916,113400,8101.639222621918
1,568,200,200,2.03e-05,0.0303,0.0123,0.115,14.328576803207397,113600,8115.967799425125
1,569,200,200,2.02e-05,0.0303,0.0123,0.116,14.26275110244751,113800,8130.230550527573
1,570,200,200,2e-05,0.0309,0.0124,0.117,14.251999616622925,114000,8144.482550144196
1,571,200,200,1.99e-05,0.0309,0.0125,0.118,14.251407384872437,114200,8158.733957529068
1,572,200,200,1.97e-05,0.0299,0.0122,0.115,14.287060499191284,114400,8173.021018028259
1,573,200,200,1.96e-05,0.0306,0.0124,0.116,14.323039531707764,114600,8187.344057559967
